style,colour,qty,avg_price,net_$
207268G1,Teal,12,111.11,1297.9
207609,Dutch Blue,12,111.06,1294.93
118652,Pink/White,12,106.63,1279.62
118183,Red/White,12,104.32,1251.93
115359,Emerald,12,120.4,1246.45
119025,White,12,96.42,1191.96
207698,Blue/Multi,12,97.9,1174.88
118677,Navy Multi,12,96.07,1169.98
207702,Orange,12,94.49,1133.89
SPKJAC0015,Tan,12,81.44,1111.96
118879,Multi Whte,12,90.28,1101.94
118975,Navy,12,89.99,1079.88
207703,Multi,12,89.74,1076.91
119326,Navy/Whit,12,89.57,1074.88
207761,Multi,12,89.43,1073.19
207521,Multi Whte,12,87.77,1053.27
207498,Marine,12,88.34,1036.91
207735,Dusty Pink,12,86.32,1035.92
118507,Blue/Multi,12,80.49,1028.89
119233,White,12,84.66,1015.92
118179,Raspberry,12,83.15,997.9
118364,Whit/Navy,12,82.99,995.92
116517G1,Soft Pink,12,79.99,959.88
207493G1,White,12,79.99,959.88
207493G1,Charcoal,12,79.99,959.88
207498,Birch,12,75.32,903.94
207536,Navy Multi,12,74.24,890.97
118714,Black/Whit,12,72.91,874.93
118364,Whit/Blue,12,78.14,864.93
113032,Sienna,12,75.28,853.94
SPKJAC0026,Brown,12,69.99,839.98
207546,Blue/Multi,12,66.92,838.99
118362,Navy/Whit,12,69.66,835.92
119335,Khaki,12,69.16,829.92
118891,Navy Multi,12,69.99,819.92
SPKONS0061,White,12,66.91,802.95
SPKDRS0050,Chambray,12,62.41,748.99
118942,Pink Multi,12,61.16,733.96
117256,Grey/White,12,59.99,719.88
207404,Blue,12,59.0,708.0
207135G1,Lapis,12,58.49,698.89
118517G2,White,12,57.4,688.89
SPKBOT0027,Navy,12,54.28,651.46
SPKBOT0090,Chambray,12,54.16,649.98
118101,White,12,48.62,579.94
SPKBOT0069,Mid Wash,12,47.95,573.3
119099,Tan,12,47.28,567.38
SPKKNW0014,Navy,12,36.67,452.4
SPKBOT0044,Navy,12,36.61,439.37
SPKBOT0085,Sand,12,33.41,400.97
SPKTP0063,Blue,12,31.11,371.28
SPKTP0077,Blue/Multi,12,25.27,302.97
517776,Multi,12,17.33,208.02
119110,Stone,11,444.69,4859.89
207570,Navy Mel,11,357.22,4045.93
207543,Grey Mel,11,227.9,2506.92
118539,Blk/Multi,11,226.45,2483.89
207679,Limestone,11,212.63,2339.0
119612,White,11,196.91,2159.89
119503,Pink Multi,11,196.91,2159.89
119413,Navy/Whit,11,195.29,2138.9
119581,Multi,11,192.71,2119.89
119414,Multi,11,190.6,2077.91
119393,Blue/Multi,11,188.59,2028.9
118595,Camel,11,183.65,1989.5
119030,Blue/Multi,11,176.99,1946.92
118238,ClassicNav,11,167.73,1918.11
119501,Pink Multi,11,169.99,1869.89
119446,Multi,11,169.99,1869.89
119577,Whit/Navy,11,169.99,1869.89
118946,Stripe,11,169.45,1863.95
206549,Lt Grey,11,168.9,1857.91
115359,Orchid,11,167.37,1835.89
119157,Navy/Whit,11,156.2,1772.69
207379,Stone,11,168.71,1754.19
118493,Multi Yell,11,146.52,1694.94
119407,Milk,11,147.26,1619.89
207363,Taupe,11,150.57,1602.96
207738,Cappuccino,11,145.29,1588.9
207712,White,11,143.92,1571.1
118947,Blue/Multi,11,141.26,1553.95
119278,Peacock,11,140.44,1544.89
119825,Whit/Blue,11,139.99,1539.89
118286,Cerulean,11,138.91,1525.89
118117,Violet,11,145.68,1493.95
207799,Lt Wash,11,129.99,1429.89
207423,White,11,125.35,1378.9
207727,Elm,11,123.9,1362.9
207507,Navy,11,124.52,1358.9
118927,Denim,11,133.25,1353.95
118696,Blue/Multi,11,120.35,1323.95
207462,Marine,11,120.6,1307.91
207733,Navy,11,118.81,1306.92
119819,Navy Multi,11,117.26,1289.89
207110,Navy,11,111.07,1265.93
207594,Wineberry,11,115.08,1265.93
119778,Green,11,114.44,1258.9
207268,Chambray,11,115.22,1257.91
118688,Blue/Multi,11,113.44,1247.89
207594,Ball Pt Bl,11,112.74,1240.22
207447,Blue/White,11,114.32,1234.9
207646,Navy Multi,11,124.61,1229.26
207455,Navy,11,114.22,1224.9
207461,Punch,11,107.63,1183.95
119391,Blue/Multi,11,100.45,1168.9
207397,Navy,11,101.01,1111.16
207554,Navy,11,105.54,1105.18
207744,Navy,11,99.99,1099.89
119025,Dusty Pink,11,98.45,1082.96
119769,Sorren Blu,11,98.36,1081.97
207733,Lime,11,102.45,1071.97
207267G1,Jungle,11,104.76,1061.09
116209,Orchid,11,96.26,1058.9
207471,Melon,11,95.99,1055.93
118829,Multi,11,95.56,1051.23
206726,Frost Blue,11,94.63,1008.9
207735,Cobalt,11,89.81,987.91
207571,Biscuit,11,89.27,981.97
207723,Multi,11,107.99,959.9
118725,Multi,11,92.99,910.98
118544G1,Navy,11,82.58,908.4
207645,Wineberry,11,80.58,886.39
207399,Navy,11,75.54,884.13
207699,Smoke Blue,11,79.99,879.89
207657,Navy,11,79.48,874.37
118359,Blue/White,11,79.0,869.0
207625,Navy,11,78.63,864.94
SPKJAC0004,Denim,11,77.54,852.96
207735,Teal,11,76.55,842.15
116517,Apricot,11,75.26,827.91
SPKDRS0063,Navy,11,72.83,801.16
SPKTP0110,Indigo,11,72.72,799.99
116517,Dusty Pink,11,71.62,787.91
118838,White,11,71.62,787.91
207517,Foliage,11,70.84,779.25
116517,Grey Mel,11,70.64,777.12
119151,Whit/Navy,11,69.6,744.94
207418,White,11,75.59,733.95
SPKDRS0041,Multi,11,66.63,732.96
119137,Navy,11,71.72,732.39
118480,Red Multi,11,65.63,721.97
207794,Natural,11,64.35,707.91
207143,Grapefruit,11,58.28,674.94
207135,French Nvy,11,59.99,659.89
SPKDRS0044,White,11,59.18,650.98
119697,Navy,11,58.08,638.9
118877,Red,11,57.99,637.96
118632,Delft Blue,11,58.29,631.97
207635,Navy,11,56.67,623.37
118546,Navy/Whit,11,56.45,620.98
118370,Multi,11,53.72,590.98
207409,White,11,53.69,590.59
118338,Navy,11,71.36,587.74
118517G2,Strawberry,11,53.62,577.11
119099,Khaki,11,49.22,539.89
117174,Ivory/Blue,11,49.0,539.0
SPKSLP0009,Blue/Multi,11,48.09,529.0
207377,Navy,11,47.2,519.2
118101,Navy,11,47.17,518.96
207135,Salmon,11,49.39,511.75
118132,Pink Multi,11,45.45,499.99
SPKTP0119,White,11,47.46,476.97
SPKONS0051,Pink,11,39.0,429.0
SPKKNW0016,Ivory,11,29.9,329.0
SPKKNW0010,Taupe,11,29.0,319.0
517775,Multi,11,24.1,260.0
SPKTP0086,Green Mult,11,20.9,229.99
118582,Blk/Multi,10,355.54,3896.91
119801,Wine,10,351.34,3513.41
119123,Navy/Whit,10,345.79,3457.92
119349,White,10,299.99,2999.9
118742,Winter Wht,10,281.49,2777.92
118958,Whit/Navy,10,256.59,2565.94
118664,Black,10,265.38,2517.46
118578,Navy,10,249.99,2499.9
118734,Silver Mel,10,244.99,2449.9
119523,Navy/Whit,10,245.82,2449.9
119686,Navy,10,244.78,2437.4
119342,Multi,10,243.74,2424.9
118747,Pepper Mel,10,240.89,2408.91
118734,Blue Mel,10,235.89,2358.91
119802,Grey Mel,10,226.15,2253.9
119524,Navy,10,224.99,2249.9
118649,Navy,10,226.02,2164.43
117724,Winter Wht,10,202.34,2023.44
119781,Navy Multi,10,199.99,1999.9
118819,Hazelnut,10,196.65,1959.9
119394,White,10,197.13,1959.9
207632,Grey Mel,10,181.89,1818.91
117925,Azure,10,181.79,1817.92
118898,Navy Multi,10,183.15,1797.92
118736,Lavender,10,175.52,1755.27
119739,Black,10,174.79,1747.9
118881,Camel,10,181.27,1737.92
118750,Stripe,10,177.24,1726.93
119019,Grey,10,169.99,1699.9
119783,Indigo,10,169.99,1699.9
119055,Cappuccino,10,167.15,1665.9
119813,Roseberry,10,166.59,1665.9
119577,Whit/Blue,10,166.59,1665.9
118738,Lavender,10,165.59,1655.94
118896,Multi,10,164.49,1644.95
118752,Whit/Navy,10,170.01,1640.14
119811,Black,10,164.52,1623.4
119167,Multi,10,162.34,1623.4
119325,Latte,10,161.49,1614.91
207871,Khaki,10,159.99,1599.9
115359,Sienna,10,155.79,1557.92
118940,Blue/Multi,10,149.99,1499.9
118202,Regatta,10,149.0,1490.0
119096,Teal,10,146.24,1462.4
119761,Wine,10,146.24,1462.4
207468,Royal Blue,10,149.61,1455.42
119154,Pink Multi,10,145.49,1454.9
119595,Whit/Blue,10,146.77,1454.9
118983,Navy,10,145.74,1448.91
207439,Airfr Blue,10,144.99,1439.9
119180,Navy/Whit,10,139.99,1399.9
119159,Yellow,10,135.89,1358.91
119092,Whit/Green,10,131.79,1317.92
119322,White,10,129.99,1299.9
119355,Strawberry,10,129.99,1299.9
119628,Chocolate,10,129.99,1299.9
207801,Navy,10,129.99,1299.9
207803,Natural,10,129.99,1299.9
207806,Fig,10,129.99,1299.9
207819,Lt Grey,10,129.99,1299.9
207740,Navy,10,120.99,1273.9
207722,Grey,10,127.28,1267.4
207144,Lilac,10,127.06,1258.91
119096,Navy,10,120.24,1244.95
118286,Hydrangea,10,127.74,1228.51
206910G1,Jungle,10,121.71,1217.15
207594,Moss,10,121.69,1200.41
118854,Peppermint,10,119.63,1196.3
118372,Hydrangea,10,117.49,1174.95
207461,Royal Blue,10,117.12,1171.2
207640,Wineberry,10,116.54,1165.42
207110,Foliage,10,118.07,1156.93
118286,String,10,116.15,1113.93
207538,Orange,10,109.49,1094.95
207785,Navy,10,103.56,1093.96
207694,Navy,10,105.51,1055.17
207554,Moss,10,104.93,1041.17
207609,Moss,10,103.49,1034.95
118157,String,10,103.19,1031.98
119392,WhiMulti,10,102.14,1021.41
118424,Multi Yell,10,92.9,1016.91
119332,Whit/Navy,10,99.99,999.9
207696,Milk,10,99.99,999.9
207696,Limestone,10,99.99,999.9
207694,Tan,10,99.41,994.18
118612,White,10,97.52,975.25
206909G1,Navy,10,97.39,973.96
207569,Ball Pt Bl,10,94.78,970.99
207701,Cobalt,10,85.35,958.91
118384,Multi Whte,10,95.59,955.92
207491,Wash Black,10,93.74,924.9
207621,Malt,10,92.29,922.97
118154,Navy,10,91.09,910.99
119870,Whit/Navy,10,89.99,899.9
207426,Teal,10,85.42,877.94
119427,Tangerine,10,87.79,877.92
SPKDRS0064,Multi,10,87.69,876.93
206726,Salmon,10,80.49,867.92
118705,Navy/Whit,10,86.57,858.91
119506,Black,10,77.52,812.34
207641,Multi,10,79.59,795.94
207418,Navy,10,82.99,795.94
207644,Sage,10,79.39,793.96
119459,Blue/Multi,10,79.21,792.16
207644,Ball Pt Bl,10,76.79,783.55
118930,Multi,10,77.69,776.93
118156,Navy,10,86.91,762.97
118330,Blue/Gree,10,79.92,758.93
118408,Pear,10,75.79,757.92
118981,Purp/Whit,10,77.16,745.94
SPKJAC0015,Pl Blue,10,73.09,730.99
118695,Navy Multi,10,69.43,694.36
207386,Red Mel,10,60.24,642.16
207143,Teal,10,63.59,635.94
SPKDRS0055,Lilac,10,66.24,634.95
206531,Lagoon,10,60.11,620.0
207637,Dutch Blue,10,56.46,619.57
207707,White/Teal,10,60.69,606.93
207135G1,Cobalt,10,59.99,599.9
118517,Navy/Whit,10,58.99,587.9
207404,Lagoon,10,58.0,580.0
118630,Purp/Whit,10,56.29,562.97
SPKDRS0053,Chambray,10,56.0,560.0
207494,Aqua,10,52.66,553.96
118403,Green Mult,10,52.09,520.99
118376,Navy/Whit,10,67.72,510.2
207135,Teal,10,47.39,473.96
118517G2,Blue/White,10,47.01,470.14
SPKTP0108,Blue/Ivory,10,48.66,463.96
207135G1,Lilac,10,44.69,429.57
SPKBOT0082,Navy,10,42.95,429.57
207268G1,Lemon,10,42.09,420.99
207615,Ball Pt Bl,10,41.0,410.0
SPKTP0064,Red,10,36.09,360.99
SPKTP0106,Multi,10,34.79,347.97
SPKBOT0040,Navy,10,31.09,310.99
SPKTP0059,Navy,10,25.62,256.2
SPKONS0036,Grey Strip,10,20.0,200.0
SPKTP0077,Mult Coral,10,19.11,191.0
118583,Stone,9,386.89,3455.91
119210,Navy,9,375.35,3328.92
118907,Silver Mel,9,334.44,2978.92
118618,Navy,9,272.82,2750.73
119745,Chalk,9,299.99,2699.91
207442,Sand,9,326.81,2694.96
119087,White,9,315.47,2621.25
118926,Dk Grey,9,237.85,2249.91
118926,Mink,9,241.52,2139.91
119357,Multi,9,238.45,2099.91
117724,Navy,9,229.77,2067.93
207530,Khaki,9,162.46,1842.98
118755,Latte,9,199.99,1799.91
119820,Navy Multi,9,199.99,1799.91
119852,Pink Multi,9,199.99,1799.91
119389,Blue/White,9,186.26,1648.92
119770,Navy,9,175.43,1578.92
119262,Pink Multi,9,170.2,1554.69
118713,Blue Wash,9,169.99,1529.91
119410,WhiMulti,9,169.99,1529.91
119533,Indigo,9,169.99,1529.91
119577,Whit/Pink,9,169.99,1529.91
119728,Sage,9,169.99,1529.91
118862,Her Blue,9,167.37,1495.91
119055,Tan,9,166.89,1495.91
119813,White,9,165.26,1487.41
118606,Blk/Multi,9,165.21,1486.94
119177,Berry,9,152.99,1376.94
118941,Blue/Gree,9,149.99,1349.91
119122,Khaki,9,149.99,1349.91
118905,Navy/Whit,9,149.99,1349.91
119270,White,9,149.99,1349.91
119542,White,9,149.99,1349.91
119664,Navy/Whit,9,149.99,1349.91
119407,Khaki,9,149.99,1349.91
207810,Olive,9,149.99,1349.91
207809,Dk Khaki,9,149.99,1349.91
118283,Tan,9,148.54,1336.93
207810,Limestone,9,147.68,1319.91
117674,Navy/Whit,9,145.68,1311.2
119761,Navy,9,144.32,1298.92
119186,Navy/Whit,9,143.32,1289.91
119549,Silver Mel,9,143.32,1289.91
118771,Winter Wht,9,149.72,1286.94
118372,String,9,139.99,1259.91
119746,Indigo,9,139.99,1259.91
118782,Rosewood,9,155.33,1248.71
119404,Navy,9,136.87,1231.91
119245,Pink/White,9,136.1,1224.91
119089,Navy,9,142.22,1208.94
119504,Black,9,140.52,1207.93
207733G1,Natural,9,129.99,1169.91
207562,Lt Blu Was,9,135.17,1166.94
116295,Orchid,9,128.54,1156.92
118642,Multi Whte,9,134.64,1150.43
119027,Navy/Ivory,9,122.17,1145.95
207303,Navy,9,126.1,1134.96
116295,Fern,9,119.54,1116.94
207511,Foliage,9,123.9,1102.92
118043,Navy/Whit,9,128.63,1074.96
207396,Lagoon,9,120.9,1069.92
207714,Milk,9,118.43,1065.91
206910G1,Malt,9,118.32,1064.96
118653,Green Mult,9,111.66,1010.28
118629,Blue/Gree,9,111.77,1005.95
207742,ClassicNav,9,117.24,1004.23
207693,Fatigue,9,111.49,1003.48
207267,White,9,112.53,997.93
118434,Navy,9,101.66,914.96
116209,Cerulean,9,99.99,899.91
118119,Whit/Pink,9,99.44,894.96
207429,Teal,9,100.4,892.98
119521,Wine,9,98.65,879.91
118379,Putty,9,90.63,878.97
207577,White,9,96.21,865.95
119233,Berry,9,95.43,858.92
207752,Multi,9,94.88,853.97
113032,Cobalt,9,94.43,849.91
119196,Whit/Pink,9,94.43,849.91
207684,Dk Blue Me,9,91.44,822.98
207700,Navy,9,90.88,817.93
207748,Tangerine,9,97.28,810.19
118975,Grey Mel,9,89.99,809.91
119946,Black/Whit,9,89.99,809.91
119946,Wine,9,87.49,787.41
119032,Pl Blue,9,96.99,782.98
118652,Green Mult,9,94.33,777.67
118544G1,White,9,85.49,769.41
207219,Navy,9,98.84,764.96
118514,White,9,83.1,747.93
207493G1,Black,9,79.99,719.91
207699,Fig,9,79.99,719.91
207356,WhiMulti,9,79.79,718.13
118690,Navy/Whit,9,79.33,713.97
118408,Belle Blue,9,77.65,698.92
118158,Navy,9,76.77,691.0
119776,Tan,9,77.08,687.91
207623,Multi,9,74.91,674.19
118340,Lime,9,71.66,644.96
119427,White,9,70.7,636.35
SPKTP0104,Check,9,70.44,614.96
207364,Marine,9,62.83,598.92
SPKJAC0016,Multi,9,79.18,591.0
118160,Brt Pink,9,63.47,571.25
118906,Peppermint,9,62.77,564.96
118152,Khaki,9,59.99,539.91
118931,Navy/Whit,9,59.33,533.97
118376,Pale Lemon,9,61.62,531.99
207454,Multi,9,59.0,531.0
118340,Navy,9,56.9,527.97
SPKBOT0073,Stone,9,58.32,524.96
SPKBOT0078,Almond,9,58.16,523.48
207135,Wine,9,54.26,518.92
206750G2,White/Teal,9,55.32,497.93
118633,Multi,9,54.1,486.98
207143,Salmon,9,52.66,473.97
SPKBOT0027,Bone,9,52.55,472.96
207143,Red,9,51.66,464.96
118544,Emerald,9,51.33,461.99
207143,Grey,9,59.76,456.92
119764,WhiMulti,9,50.66,455.95
SPKSLP0006,Multi,9,49.0,441.0
SPKBOT0024,Navy,9,52.17,433.96
118877,Cornflower,9,46.82,421.4
207527,Emerald,9,45.66,411.0
SPKTP0121,Chambray,9,44.55,401.0
SPKBOT0039,Anti Blue,9,44.43,399.95
SPKBOT0035,Anti Blue,9,40.66,365.95
SPKKNW0013,Navy,9,39.66,356.99
119250,Navy,9,39.33,353.97
SPKONS0027,Dusty Pink,9,35.66,321.0
SPKBOT0043,Multi Whte,9,35.22,316.99
SPKONS0038,Multi Whte,9,34.11,306.99
SPKTP0055,Blue/Multi,9,29.46,265.2
SPKBOT0056,Mint,9,29.09,261.99
SPKTP0073,Multi,9,28.55,256.99
517781,Multi,9,50.15,251.99
517774,Multi,9,27.88,251.0
SPKTP0059,White,9,22.75,211.0
517773,Multi,9,19.0,171.0
119310,Multi,8,387.49,3099.92
119643,Khaki,8,379.99,2999.92
118589,Navy/Camel,8,332.12,2521.26
119738,Navy,8,288.74,2309.92
118065,Chalk,8,269.99,2159.92
119589,Belle Blue,8,246.41,1949.92
118649,Winter Wht,8,230.8,1846.43
117823,Silver Mel,8,232.89,1828.93
118747,Wine,8,223.26,1786.14
119222,White Mult,8,220.24,1744.97
118741,Red,8,214.11,1712.93
119552,Belle Blue,8,199.99,1599.92
119543,Whit/Pink,8,199.99,1599.92
119399,String,8,199.99,1599.92
118737,Camel Mel,8,183.14,1573.46
119377,Multi,8,194.99,1559.92
207552,Biscuit,8,195.99,1559.92
117720,Roseberry,8,192.49,1539.92
118742,Navy,8,212.84,1528.49
119580,Tan,8,193.32,1519.92
207584,Khaki,8,177.39,1515.96
119714,Navy/Whit,8,189.99,1499.92
118969,Multi,8,186.11,1488.93
207632,Navy,8,181.9,1455.23
118737,Dk Grey,8,175.51,1448.87
207379,Bnt Orange,8,168.09,1422.99
119578,Belle Blue,8,169.99,1359.92
119038,Winter Wht,8,189.57,1354.97
118982,Charcoal,8,168.74,1339.92
119177,Milk,8,165.74,1308.93
118236,Tan,8,161.62,1292.99
119854,Navy,8,155.11,1240.92
118982,Cognac,8,150.49,1203.93
119082,Khaki,8,149.99,1199.92
118983,Black,8,149.99,1199.92
119830,Pl Blue,8,149.99,1199.92
119831,Blue/Ivory,8,149.99,1199.92
119436,Navy,8,149.99,1199.92
118207,Blue/Multi,8,149.0,1192.0
118545,Emerald,8,149.0,1192.0
119837,Camel,8,146.24,1169.92
119248,Multi,8,145.05,1160.47
115179,Hydrangea,8,143.61,1148.93
119266,Denim,8,141.72,1146.12
119509,Navy Multi,8,143.89,1138.93
119082,Milk,8,137.24,1097.94
206549,Steel Blue,8,144.49,1084.97
116295,Cerulean,8,134.89,1068.93
118341,Navy/Ivory,8,132.24,1057.94
119462,String,8,132.11,1056.92
207504,Navy Multi,8,130.86,1046.95
206637,Storm Blue,8,126.06,1046.95
207775,Dk Purple,8,129.99,1039.92
207797,Khaki,8,129.99,1039.92
207398,Multi,8,127.82,1035.95
119605,Blue/Multi,8,127.69,1016.92
207264G1,Salmon,8,125.11,1000.92
206911G1,Lake Blue,8,107.85,995.96
207303,Blue Mist,8,124.37,994.97
119656,Whit/Pink,8,119.99,959.92
207267G1,Lagoon,8,119.99,959.92
118532,Cornflower,8,119.18,953.46
207264G1,Teal,8,120.49,952.93
118036,Blue,8,107.85,944.97
207464,Punch,8,116.79,907.94
118506,Red Multi,8,106.29,904.97
207730,Navy,8,110.86,886.95
207470,Royal Blue,8,110.68,885.44
119497,Blue/Multi,8,127.09,879.44
207551,Oatmeal,8,109.49,875.96
116295,Hydrangea,8,108.8,870.42
207391,Red Multi,8,107.86,862.94
207693,French Nvy,8,102.41,832.99
118984,White,8,103.12,824.97
118157,Fern,8,102.99,823.98
118520,Blue/Multi,8,99.12,792.99
207744,Elm,8,98.2,774.92
118711,White,8,96.36,770.95
700491,Tan,8,85.92,741.23
116295,Morc Blue,8,91.74,733.98
118913,Pink Multi,8,91.74,733.98
119427,Whit/Blue,8,87.16,727.94
119037,Navy,8,90.49,723.98
207540,Navy Multi,8,87.99,703.98
119747,Chocolate,8,87.17,697.42
207551,Navy Mel,8,86.74,693.98
118344,White,8,86.01,688.14
118534,Navy Multi,8,93.82,687.19
118532,Navy,8,85.06,680.49
118444,White,8,82.61,660.93
118422,Navy/Whit,8,78.74,646.95
207517,Ball Pt Bl,8,83.22,632.25
118408,Hydrangea,8,76.81,614.51
118693,Red,8,76.49,611.98
207356,Navy,8,74.99,599.94
207699,Spearmint,8,74.74,597.94
206754,Lagoon,8,74.49,595.96
207706,Navy,8,85.16,592.36
207597,White,8,74.0,592.0
207532,Lake Blue,8,72.99,583.98
118945,Red Multi,8,70.37,562.99
118134,Multi Whte,8,65.19,553.98
118838,Hazelnut,8,68.36,546.95
207415,Navy,8,66.49,531.98
207355,Blue/Multi,8,66.36,530.95
207616,Navy Multi,8,64.12,512.99
207522,Blue/Multi,8,59.19,493.98
118340,Brt Pink,8,60.52,484.18
118689,Oatmea Mel,8,59.99,479.92
207620,Sky Blue,8,59.0,472.0
118152,Cobalt,8,57.99,463.94
SPKBOT0071,Pink,8,60.19,461.96
117241,Peppermint,8,57.36,458.93
118517,Whit/Pink,8,57.69,456.93
118517G1,Khaki/Wht,8,55.79,446.32
206750,Whit/Navy,8,54.74,437.94
207364,Jungle,8,54.49,435.96
118344,Turquoise,8,54.12,432.99
SPKBOT0072,Mid Wash,8,54.12,432.99
SPKDRS0054,Multi,8,62.42,424.3
118813,Whit/Blue,8,52.09,422.99
118837,Azure,8,52.28,418.29
SPKBOT0070,Mid Wash,8,49.24,393.98
207409,Delft Blue,8,49.0,392.0
118556,Green Mel,8,47.77,382.2
118813,Camel/Mul,8,45.25,362.0
119234,WhiMulti,8,43.14,345.19
SPKBOT0026,Chestnut,8,40.98,327.9
SPKTP0052,Multi,8,40.64,325.19
SPKBOT0048,Multi,8,37.99,303.98
SPKTP0102,Wht/Gr Mel,8,37.87,302.99
SPKDRS0026,Anti Blue,8,33.49,267.96
119250,Teal,8,33.42,262.99
SPKTP0051,Multi Whte,8,30.42,246.2
SPKONS0060,Ivory,8,30.37,242.99
SPKTP0071,Aqua,8,29.59,237.99
118275,Black,8,29.12,232.99
207401,Navy,8,29.0,232.0
207519,Multi,8,28.27,226.2
SPKBOT0059,Aqua,8,24.0,192.0
SPKTP0053,Blue,8,24.0,192.0
SPKKNW0025,Brown,8,22.02,176.2
517803,Teal,8,19.0,152.0
SPKONS0041,Pink Multi,8,19.0,152.0
SPKTP0079,Caramel,8,12.0,96.0
118464,Multi,7,399.99,2799.93
119685,Navy,7,377.76,2799.93
119801,Sage,7,354.13,2478.93
119221,Green Mult,7,299.99,2099.93
119745,Navy/Whit,7,291.41,2039.93
118742,Camel,7,286.56,1817.95
118744,Ice Blue,7,248.72,1817.95
119795,Red Multi,7,249.99,1749.93
119582,Navy Multi,7,245.44,1699.93
117823,Navy,7,213.53,1679.93
119673,Navy,7,232.13,1624.93
119868,Avocado,7,229.99,1609.93
120002,Toffee,7,229.99,1609.93
118649,Cerise,7,223.99,1567.95
118542,Baby Blue,7,223.41,1563.93
119219,Green Mult,7,204.31,1430.17
117720,Pesto,7,199.99,1399.93
119034,Navy,7,199.99,1399.93
119513,Navy Multi,7,199.99,1399.93
119120,Cream/Navy,7,192.24,1392.17
207379,Olive,7,191.36,1388.99
119529,Navy,7,192.71,1319.93
118801,Blue/Multi,7,186.99,1308.94
119629,White,7,189.8,1287.93
118572G1,Chocolate,7,179.99,1259.93
206576,Misty Grey,7,179.99,1259.93
118876,Milk,7,179.7,1257.95
118718,Blue/Multi,7,141.34,1223.75
119209,Whit/Navy,7,185.99,1217.95
119109,White,7,150.77,1198.94
115359,Wine,7,169.99,1189.93
115359,Avocado,7,169.99,1189.93
119537,Silver,7,169.99,1189.93
118876,Grey Mel,7,176.32,1186.96
118987,Grey Marle,7,173.43,1180.94
119417,Blue/Multi,7,166.38,1164.71
118374,Navy Multi,7,162.44,1163.99
119675,Khaki,7,177.99,1157.95
119675,White,7,173.1,1157.95
207632,Green Mel,7,165.42,1157.95
118572G1,Navy,7,164.56,1151.93
119676,White,7,163.91,1147.43
119488,Tan,7,159.99,1119.93
117980,Blue/Multi,7,159.84,1118.94
118562,Navy,7,156.99,1098.94
118863,Indigo,7,155.17,1086.23
119450,White,7,149.99,1049.93
119122,Whit/Navy,7,149.99,1049.93
119407,Orchid,7,149.99,1049.93
117655,Pink Multi,7,149.0,1043.0
207692,Navy,7,146.65,1019.93
119515,WhiMulti,7,144.63,1012.43
118535,Candy,7,143.85,1006.96
119404,Tan,7,139.99,979.93
207834,Navy,7,139.99,979.93
119436,White,7,143.53,978.94
119404,Whit/Navy,7,131.99,969.93
119043,Mid Wash,7,119.44,956.96
119588,Chambray,7,136.87,951.93
119237,Blue/Multi,7,137.29,944.93
207757,WhiMulti,7,136.1,944.93
118372,Cove Blu,7,131.27,918.94
207444,Navy,7,130.85,915.97
119113,Denim,7,129.99,909.93
119645,Ice Blue,7,129.99,909.93
119355,Celery,7,129.99,909.93
119626,White,7,129.99,909.93
207391,Yellow,7,129.99,909.93
207844,Milk,7,129.99,909.93
119082,ClassicNav,7,122.88,907.95
119355,Peacock,7,127.1,883.93
207496,Marine Blu,7,124.41,870.93
207684,Pink Mel,7,124.13,868.94
207472,Nautical,7,123.21,848.94
207613,Oatmeal,7,120.71,844.98
119779,Blue/Multi,7,119.99,839.93
207351,Multi,7,121.32,831.93
115359,Plum,7,117.99,825.97
206911G1,Bnt Orange,7,119.09,812.28
207444,Stone,7,99.56,779.18
118612,Cornflower,7,107.47,764.25
118819,Purp/Whit,7,98.91,752.19
207611,White,7,101.75,712.27
207705,Blue/Multi,7,99.99,699.93
207696,Dusty Blue,7,99.99,699.93
113032,Tan,7,92.65,683.94
119442,Whit/Kha,7,97.49,679.93
207445,Navy,7,96.28,673.99
119521,Mink,7,94.84,663.93
119444,White,7,94.99,654.93
118681,Pink Multi,7,91.41,639.93
207386,Delft Blue,7,91.27,638.94
118904,Multi Whte,7,89.13,623.94
207145,Cloud,7,89.66,606.96
207491,Navy,7,84.13,588.94
118729,Whit/Navy,7,81.56,570.94
207510,Dutch Blue,7,72.33,533.0
118529,Navy,7,73.17,512.19
119853,Pink Multi,7,74.65,511.93
118179,Apple,7,76.32,506.96
119444,Cerulean,7,70.85,495.97
118629,Blue/Multi,7,84.9,484.19
SPKJAC0021,Sand,7,67.99,475.97
SPKONS0080,Stone,7,64.77,464.98
118670,Navy,7,67.88,450.96
SPKONS0067,Mid Wash,7,63.71,445.97
118340,Cobalt,7,63.56,444.98
116209E,Natural,7,65.99,444.98
118155,Coast,7,62.57,438.0
118544,Teal,7,62.42,436.98
SPKKNW0037,Blue/Multi,7,60.99,426.96
118837,White,7,58.1,424.98
207340,Indigo,7,56.36,423.99
118155,Apple,7,59.0,413.0
119335,Charco Mel,7,58.89,412.27
118838,Black,7,57.85,404.98
119697,Black,7,58.08,398.94
114852,Brt Pink,7,59.32,393.95
118517,White/Teal,7,55.28,386.96
118837,Navy,7,54.85,383.99
118837,Candy,7,54.85,383.99
117256,Pink/White,7,54.35,357.95
206496,Black,7,51.13,357.95
