day,date,tender,docket_no,sales_rep,time,value
Sunday,2022-09-04,Integrated EFTP,D36300004136,Shabair,2025-05-06 11:22:00,134.99
Sunday,2022-09-04,Integrated EFTP,D36300004137,Shabair,2025-05-06 11:26:00,292.47
Sunday,2022-09-04,Integrated EFTP,D36300004138,Paula,2025-05-06 11:31:00,149.98
Sunday,2022-09-04,Integrated EFTP,D36300004140,Anthony,2025-05-06 12:11:00,54.99
Sunday,2022-09-04,Integrated EFTP,D36300004141,Pammi,2025-05-06 12:13:00,359.99
Sunday,2022-09-04,Integrated EFTP,D36300004142,Georgia,2025-05-06 12:39:00,-224.99
Sunday,2022-09-04,Integrated EFTP,D36300004143,Paula,2025-05-06 13:00:00,59.99
Sunday,2022-09-04,Integrated EFTP,D36300004144,Paula,2025-05-06 13:06:00,59.99
Sunday,2022-09-04,Integrated EFTP,D36300004145,Pammi,2025-05-06 13:39:00,314.97
Sunday,2022-09-04,Integrated EFTP,D36300004146,Paula,2025-05-06 13:44:00,62.99
Sunday,2022-09-04,Integrated EFTP,D36300004147,Paula,2025-05-06 13:54:00,79.0
Sunday,2022-09-04,Integrated EFTP,D36300004148,Pammi,2025-05-06 15:20:00,127.48
Sunday,2022-09-04,Integrated EFTP,D36300004152,Shabair,2025-05-06 16:56:00,89.98
Monday,2022-09-05,Integrated EFTP,D36300004157,Paula,2025-05-06 10:19:00,305.98
Monday,2022-09-05,Integrated EFTP,D36300004159,Shabair,2025-05-06 11:00:00,49.0
Monday,2022-09-05,Integrated EFTP,D36300004160,Shabair,2025-05-06 11:08:00,149.0
Monday,2022-09-05,Integrated EFTP,D36300004161,Shabair,2025-05-06 12:15:00,62.99
Monday,2022-09-05,Integrated EFTP,D36300004162,Pammi,2025-05-06 13:02:00,143.98
Monday,2022-09-05,Integrated EFTP,D36300004163,Pammi,2025-05-06 13:06:00,224.98
Monday,2022-09-05,Integrated EFTP,D36300004165,Pammi,2025-05-06 14:08:00,79.0
Monday,2022-09-05,Integrated EFTP,D36300004166,Pammi,2025-05-06 14:15:00,71.99
Monday,2022-09-05,Integrated EFTP,D36300004168,Paula,2025-05-06 15:11:00,269.98
Monday,2022-09-05,Integrated EFTP,D36300004170,Shabair,2025-05-06 16:47:00,116.99
Monday,2022-09-05,Mail Order Pick,D363X0000207,Shabair,2025-05-06 13:42:00,134.99
Tuesday,2022-09-06,CASH,D36300004204,Pammi,2025-05-06 15:16:00,90.0
Tuesday,2022-09-06,CASH,D36300004205,Georgia,2025-05-06 15:53:00,49.0
Tuesday,2022-09-06,Gift Voucher,D36300004184,Shabair,2025-05-06 12:11:00,20.0
Tuesday,2022-09-06,Integrated EFTP,D36300004174,Shabair,2025-05-06 09:46:00,79.0
Tuesday,2022-09-06,Integrated EFTP,D36300004175,Georgia,2025-05-06 10:48:00,150.99
Tuesday,2022-09-06,Integrated EFTP,D36300004176,Georgia,2025-05-06 11:09:00,125.99
Tuesday,2022-09-06,Integrated EFTP,D36300004177,Georgia,2025-05-06 11:12:00,79.0
Tuesday,2022-09-06,Integrated EFTP,D36300004178,Shabair,2025-05-06 11:19:00,1001.96
Tuesday,2022-09-06,Integrated EFTP,D36300004179,Store,2025-05-06 11:22:00,-350.99
Tuesday,2022-09-06,Integrated EFTP,D36300004180,Pammi,2025-05-06 11:41:00,41.0
Tuesday,2022-09-06,Integrated EFTP,D36300004181,Shabair,2025-05-06 11:44:00,29.0
Tuesday,2022-09-06,Integrated EFTP,D36300004183,Shabair,2025-05-06 12:08:00,125.99
Tuesday,2022-09-06,Integrated EFTP,D36300004184,Shabair,2025-05-06 12:11:00,402.97
Tuesday,2022-09-06,Integrated EFTP,D36300004185,Georgia,2025-05-06 12:31:00,58.0
Tuesday,2022-09-06,Integrated EFTP,D36300004186,Georgia,2025-05-06 12:56:00,79.0
Tuesday,2022-09-06,Integrated EFTP,D36300004187,Georgia,2025-05-06 13:17:00,128.0
Tuesday,2022-09-06,Integrated EFTP,D36300004188,Pammi,2025-05-06 13:18:00,584.96
Tuesday,2022-09-06,Integrated EFTP,D36300004189,Pammi,2025-05-06 13:22:00,539.99
Tuesday,2022-09-06,Integrated EFTP,D36300004190,Shabair,2025-05-06 13:23:00,79.0
Tuesday,2022-09-06,Integrated EFTP,D36300004196,Georgia,2025-05-06 14:22:00,98.0
Tuesday,2022-09-06,Integrated EFTP,D36300004197,Georgia,2025-05-06 14:28:00,127.0
Tuesday,2022-09-06,Integrated EFTP,D36300004198,Shabair,2025-05-06 14:45:00,53.99
Tuesday,2022-09-06,Integrated EFTP,D36300004199,Shabair,2025-05-06 14:48:00,58.0
Tuesday,2022-09-06,Integrated EFTP,D36300004203,Shabair,2025-05-06 15:14:00,49.0
Tuesday,2022-09-06,Integrated EFTP,D36300004206,Georgia,2025-05-06 16:15:00,29.0
Tuesday,2022-09-06,Integrated EFTP,D36300004207,Georgia,2025-05-06 16:30:00,407.97
Tuesday,2022-09-06,Integrated EFTP,D36300004208,Shabair,2025-05-06 16:41:00,458.47
Tuesday,2022-09-06,Integrated EFTP,D36300004209,Georgia,2025-05-06 17:09:00,79.0
Tuesday,2022-09-06,PayPal,D36300004191,Store,2025-05-06 13:25:00,-119.0
Wednesday,2022-09-07,Account,D36300004221,Shabair,2025-05-06 10:56:00,205.0
Wednesday,2022-09-07,CASH,D36300004217,Georgia,2025-05-06 10:37:00,120.0
Wednesday,2022-09-07,CASH,D36300004241,Pammi,2025-05-06 13:38:00,49.0
Wednesday,2022-09-07,Integrated EFTP,D36300004213,Shabair,2025-05-06 10:26:00,134.99
Wednesday,2022-09-07,Integrated EFTP,D36300004214,Shabair,2025-05-06 10:31:00,79.0
Wednesday,2022-09-07,Integrated EFTP,D36300004216,Shabair,2025-05-06 10:36:00,431.98
Wednesday,2022-09-07,Integrated EFTP,D36300004217,Georgia,2025-05-06 10:37:00,38.0
Wednesday,2022-09-07,Integrated EFTP,D36300004218,Georgia,2025-05-06 10:41:00,128.99
Wednesday,2022-09-07,Integrated EFTP,D36300004219,Shabair,2025-05-06 10:43:00,217.99
Wednesday,2022-09-07,Integrated EFTP,D36300004220,Georgia,2025-05-06 10:47:00,49.0
Wednesday,2022-09-07,Integrated EFTP,D36300004222,Georgia,2025-05-06 11:14:00,187.2
Wednesday,2022-09-07,Integrated EFTP,D36300004224,Shabair,2025-05-06 11:31:00,-130.98
Wednesday,2022-09-07,Integrated EFTP,D36300004225,Shabair,2025-05-06 11:35:00,79.0
Wednesday,2022-09-07,Integrated EFTP,D36300004228,Shabair,2025-05-06 11:55:00,161.98
Wednesday,2022-09-07,Integrated EFTP,D36300004231,Georgia,2025-05-06 12:32:00,78.0
Wednesday,2022-09-07,Integrated EFTP,D36300004237,Shabair,2025-05-06 12:50:00,79.0
Wednesday,2022-09-07,Integrated EFTP,D36300004238,Pammi,2025-05-06 13:08:00,78.0
Wednesday,2022-09-07,Integrated EFTP,D36300004239,Shabair,2025-05-06 13:21:00,79.0
Wednesday,2022-09-07,Integrated EFTP,D36300004240,Pammi,2025-05-06 13:27:00,29.0
Wednesday,2022-09-07,Integrated EFTP,D36300004243,Shabair,2025-05-06 13:44:00,99.0
Wednesday,2022-09-07,Integrated EFTP,D36300004248,Georgia,2025-05-06 14:08:00,108.0
Wednesday,2022-09-07,Integrated EFTP,D36300004251,Georgia,2025-05-06 14:22:00,447.99
Wednesday,2022-09-07,Integrated EFTP,D36300004253,Georgia,2025-05-06 14:29:00,116.99
Wednesday,2022-09-07,Integrated EFTP,D36300004255,Rhonda,2025-05-06 15:16:00,-104.98
Wednesday,2022-09-07,Integrated EFTP,D36300004257,Georgia,2025-05-06 15:24:00,-49.0
Wednesday,2022-09-07,Integrated EFTP,D36300004258,Shabair,2025-05-06 15:27:00,29.0
Wednesday,2022-09-07,Integrated EFTP,D36300004259,Georgia,2025-05-06 15:39:00,29.0
Wednesday,2022-09-07,Integrated EFTP,D36300004263,Shabair,2025-05-06 16:09:00,78.0
Wednesday,2022-09-07,Integrated EFTP,D36300004264,Georgia,2025-05-06 16:13:00,29.0
Wednesday,2022-09-07,Integrated EFTP,D36300004265,Pammi,2025-05-06 16:14:00,503.96
Wednesday,2022-09-07,Integrated EFTP,D36300004266,Shabair,2025-05-06 16:23:00,170.99
Wednesday,2022-09-07,Integrated EFTP,D36300004272,Shabair,2025-05-06 17:09:00,49.0
Wednesday,2022-09-07,Mail Order Pick,D363X0000208,Shabair,2025-05-06 13:38:00,125.99
Wednesday,2022-09-07,Mail Order Pick,D363X0000211,Shabair,2025-05-06 19:46:00,79.0
Thursday,2022-09-08,CASH,D36300004300,Georgia,2025-05-06 11:20:00,29.0
Thursday,2022-09-08,CASH,D36300004309,Georgia,2025-05-06 13:09:00,78.0
Thursday,2022-09-08,Gift Voucher,D36300004309,Georgia,2025-05-06 13:09:00,20.0
Thursday,2022-09-08,Gift Voucher,D36300004314,Shabair,2025-05-06 14:26:00,20.0
Thursday,2022-09-08,Integrated EFTP,D36300004289,Shabair,2025-05-06 10:29:00,233.98
Thursday,2022-09-08,Integrated EFTP,D36300004299,Georgia,2025-05-06 11:02:00,49.0
Thursday,2022-09-08,Integrated EFTP,D36300004305,Pammi,2025-05-06 11:50:00,-368.97
Thursday,2022-09-08,Integrated EFTP,D36300004306,Georgia,2025-05-06 11:55:00,368.97
Thursday,2022-09-08,Integrated EFTP,D36300004312,Shabair,2025-05-06 14:12:00,79.0
Thursday,2022-09-08,Integrated EFTP,D36300004313,Amanda,2025-05-06 14:20:00,49.0
Thursday,2022-09-08,Integrated EFTP,D36300004314,Shabair,2025-05-06 14:26:00,29.0
Thursday,2022-09-08,Integrated EFTP,D36300004315,Amanda,2025-05-06 14:37:00,58.0
Thursday,2022-09-08,Integrated EFTP,D36300004318,Shabair,2025-05-06 16:31:00,116.99
Thursday,2022-09-08,Integrated EFTP,D36300004319,Georgia,2025-05-06 16:35:00,49.99
Thursday,2022-09-08,Mail Order Pick,D363X0000212,Amanda,2025-05-06 19:35:00,49.0
Friday,2022-09-09,Account,D36300004357,Georgia,2025-05-06 15:24:00,49.0
Friday,2022-09-09,Account,D36300004366,Georgia,2025-05-06 17:14:00,207.99
Friday,2022-09-09,CASH,D36300004335,Amanda,2025-05-06 13:24:00,49.0
Friday,2022-09-09,CASH,D36300004345,Paula,2025-05-06 14:59:00,90.0
Friday,2022-09-09,Gift Voucher,D36300004330,Georgia,2025-05-06 12:11:00,20.0
Friday,2022-09-09,Gift Voucher,D36300004359,Paula,2025-05-06 15:34:00,20.0
Friday,2022-09-09,Integrated EFTP,D36300004325,Paula,2025-05-06 11:10:00,170.99
Friday,2022-09-09,Integrated EFTP,D36300004326,Georgia,2025-05-06 11:22:00,79.0
Friday,2022-09-09,Integrated EFTP,D36300004327,Paula,2025-05-06 11:47:00,147.0
Friday,2022-09-09,Integrated EFTP,D36300004328,Paula,2025-05-06 11:54:00,49.0
Friday,2022-09-09,Integrated EFTP,D36300004329,Georgia,2025-05-06 12:09:00,29.0
Friday,2022-09-09,Integrated EFTP,D36300004330,Georgia,2025-05-06 12:11:00,29.0
Friday,2022-09-09,Integrated EFTP,D36300004331,Georgia,2025-05-06 12:23:00,49.0
Friday,2022-09-09,Integrated EFTP,D36300004332,Paula,2025-05-06 13:00:00,89.99
Friday,2022-09-09,Integrated EFTP,D36300004334,Amanda,2025-05-06 13:20:00,125.99
Friday,2022-09-09,Integrated EFTP,D36300004336,Georgia,2025-05-06 13:30:00,120.0
Friday,2022-09-09,Integrated EFTP,D36300004339,Georgia,2025-05-06 14:08:00,98.0
Friday,2022-09-09,Integrated EFTP,D36300004340,Amanda,2025-05-06 14:19:00,78.0
Friday,2022-09-09,Integrated EFTP,D36300004341,Amanda,2025-05-06 14:24:00,539.96
Friday,2022-09-09,Integrated EFTP,D36300004342,Paula,2025-05-06 14:43:00,413.98
Friday,2022-09-09,Integrated EFTP,D36300004344,Amanda,2025-05-06 14:46:00,79.0
Friday,2022-09-09,Integrated EFTP,D36300004350,Amanda,2025-05-06 15:09:00,49.0
Friday,2022-09-09,Integrated EFTP,D36300004356,Georgia,2025-05-06 15:18:00,49.0
Friday,2022-09-09,Integrated EFTP,D36300004358,Georgia,2025-05-06 15:31:00,29.0
Friday,2022-09-09,Integrated EFTP,D36300004359,Paula,2025-05-06 15:34:00,249.98
Friday,2022-09-09,Integrated EFTP,D36300004360,Paula,2025-05-06 15:51:00,431.98
Friday,2022-09-09,Mail Order Pick,D363X0000217,Georgia,2025-05-06 19:31:00,29.0
Saturday,2022-09-10,Account,D36300004425,Georgia,2025-05-06 16:59:00,49.0
Saturday,2022-09-10,Gift Voucher,D36300004393,Georgia,2025-05-06 11:48:00,20.0
Saturday,2022-09-10,Integrated EFTP,D36300004369,Amanda,2025-05-06 09:16:00,29.0
Saturday,2022-09-10,Integrated EFTP,D36300004370,Amanda,2025-05-06 09:18:00,62.99
Saturday,2022-09-10,Integrated EFTP,D36300004371,Georgia,2025-05-06 09:21:00,49.0
Saturday,2022-09-10,Integrated EFTP,D36300004372,Amanda,2025-05-06 09:22:00,147.0
Saturday,2022-09-10,Integrated EFTP,D36300004373,Amanda,2025-05-06 09:27:00,29.0
Saturday,2022-09-10,Integrated EFTP,D36300004374,Amanda,2025-05-06 09:28:00,-49.0
Saturday,2022-09-10,Integrated EFTP,D36300004375,Amanda,2025-05-06 09:30:00,49.0
Saturday,2022-09-10,Integrated EFTP,D36300004376,Georgia,2025-05-06 09:36:00,89.99
Saturday,2022-09-10,Integrated EFTP,D36300004377,Amanda,2025-05-06 09:52:00,98.0
Saturday,2022-09-10,Integrated EFTP,D36300004378,Georgia,2025-05-06 09:57:00,129.99
Saturday,2022-09-10,Integrated EFTP,D36300004379,Amanda,2025-05-06 09:58:00,29.0
Saturday,2022-09-10,Integrated EFTP,D36300004381,Amanda,2025-05-06 10:22:00,78.0
Saturday,2022-09-10,Integrated EFTP,D36300004382,Georgia,2025-05-06 10:25:00,71.99
Saturday,2022-09-10,Integrated EFTP,D36300004383,Georgia,2025-05-06 10:29:00,29.0
Saturday,2022-09-10,Integrated EFTP,D36300004384,Georgia,2025-05-06 10:38:00,89.99
Saturday,2022-09-10,Integrated EFTP,D36300004385,Amanda,2025-05-06 10:42:00,49.0
Saturday,2022-09-10,Integrated EFTP,D36300004386,Amanda,2025-05-06 10:57:00,98.0
Saturday,2022-09-10,Integrated EFTP,D36300004387,Georgia,2025-05-06 11:10:00,29.0
Saturday,2022-09-10,Integrated EFTP,D36300004388,Georgia,2025-05-06 11:26:00,175.47
Saturday,2022-09-10,Integrated EFTP,D36300004389,Georgia,2025-05-06 11:28:00,-175.47
Saturday,2022-09-10,Integrated EFTP,D36300004390,Georgia,2025-05-06 11:30:00,175.47
Saturday,2022-09-10,Integrated EFTP,D36300004391,Amanda,2025-05-06 11:36:00,79.0
Saturday,2022-09-10,Integrated EFTP,D36300004392,Amanda,2025-05-06 11:48:00,49.0
Saturday,2022-09-10,Integrated EFTP,D36300004393,Georgia,2025-05-06 11:48:00,29.0
Saturday,2022-09-10,Integrated EFTP,D36300004394,Georgia,2025-05-06 12:07:00,78.0
Saturday,2022-09-10,Integrated EFTP,D36300004400,Amanda,2025-05-06 12:20:00,134.99
Saturday,2022-09-10,Integrated EFTP,D36300004403,Georgia,2025-05-06 12:31:00,335.0
Saturday,2022-09-10,Integrated EFTP,D36300004406,Amanda,2025-05-06 12:49:00,53.99
Saturday,2022-09-10,Integrated EFTP,D36300004407,Georgia,2025-05-06 12:51:00,453.96
Saturday,2022-09-10,Integrated EFTP,D36300004408,Pammi,2025-05-06 12:53:00,178.0
Saturday,2022-09-10,Integrated EFTP,D36300004409,Pammi,2025-05-06 13:09:00,29.0
Saturday,2022-09-10,Integrated EFTP,D36300004410,Pammi,2025-05-06 13:55:00,269.98
Saturday,2022-09-10,Integrated EFTP,D36300004411,Amanda,2025-05-06 14:08:00,170.99
Saturday,2022-09-10,Integrated EFTP,D36300004412,Amanda,2025-05-06 14:35:00,127.0
Saturday,2022-09-10,Integrated EFTP,D36300004413,Pammi,2025-05-06 14:43:00,79.0
Saturday,2022-09-10,Integrated EFTP,D36300004414,Pammi,2025-05-06 14:48:00,49.0
Saturday,2022-09-10,Integrated EFTP,D36300004415,Amanda,2025-05-06 14:58:00,961.96
Saturday,2022-09-10,Integrated EFTP,D36300004416,Amanda,2025-05-06 15:11:00,49.0
Saturday,2022-09-10,Integrated EFTP,D36300004417,Amanda,2025-05-06 15:41:00,296.99
Saturday,2022-09-10,Integrated EFTP,D36300004418,Pammi,2025-05-06 15:44:00,260.98
Saturday,2022-09-10,Integrated EFTP,D36300004419,Amanda,2025-05-06 15:48:00,134.99
Saturday,2022-09-10,Integrated EFTP,D36300004420,Pammi,2025-05-06 15:50:00,49.0
Saturday,2022-09-10,Integrated EFTP,D36300004421,Georgia,2025-05-06 16:31:00,49.0
Saturday,2022-09-10,Integrated EFTP,D36300004422,Amanda,2025-05-06 16:39:00,277.0
Saturday,2022-09-10,Integrated EFTP,D36300004423,Georgia,2025-05-06 16:53:00,79.0
Sunday,2022-09-11,Afterpay POS AP,D36300004429,Store,2025-05-06 11:58:00,-99.0
Sunday,2022-09-11,Gift Voucher,D36300004434,Shabair,2025-05-06 12:29:00,20.0
Sunday,2022-09-11,Integrated EFTP,D36300004427,Paula,2025-05-06 10:36:00,255.0
Sunday,2022-09-11,Integrated EFTP,D36300004428,Shabair,2025-05-06 10:50:00,99.0
Sunday,2022-09-11,Integrated EFTP,D36300004431,Paula,2025-05-06 12:06:00,49.0
Sunday,2022-09-11,Integrated EFTP,D36300004433,Shabair,2025-05-06 12:22:00,152.99
Sunday,2022-09-11,Integrated EFTP,D36300004434,Shabair,2025-05-06 12:29:00,9.0
Sunday,2022-09-11,Integrated EFTP,D36300004435,Pammi,2025-05-06 12:40:00,79.0
Sunday,2022-09-11,Integrated EFTP,D36300004436,Pammi,2025-05-06 12:56:00,224.99
Sunday,2022-09-11,Integrated EFTP,D36300004437,Shabair,2025-05-06 13:11:00,218.99
Sunday,2022-09-11,Integrated EFTP,D36300004438,Shabair,2025-05-06 13:15:00,98.0
Sunday,2022-09-11,Integrated EFTP,D36300004439,Shabair,2025-05-06 13:22:00,248.0
Sunday,2022-09-11,Integrated EFTP,D36300004441,Shabair,2025-05-06 13:53:00,116.99
Sunday,2022-09-11,Integrated EFTP,D36300004443,Shabair,2025-05-06 14:14:00,215.98
Sunday,2022-09-11,Integrated EFTP,D36300004446,Paula,2025-05-06 15:06:00,566.98
Sunday,2022-09-11,Integrated EFTP,D36300004447,Shabair,2025-05-06 15:17:00,119.99
Sunday,2022-09-11,Integrated EFTP,D36300004448,Paula,2025-05-06 15:20:00,341.99
Sunday,2022-09-11,Integrated EFTP,D36300004449,Shabair,2025-05-06 15:21:00,29.0
Sunday,2022-09-11,Integrated EFTP,D36300004451,Shabair,2025-05-06 15:37:00,79.0
Sunday,2022-09-11,Integrated EFTP,D36300004453,Paula,2025-05-06 16:11:00,476.97
Sunday,2022-09-11,Integrated EFTP,D36300004454,Paula,2025-05-06 16:17:00,49.0
Sunday,2022-09-11,Integrated EFTP,D36300004456,Paula,2025-05-06 16:33:00,-476.97
Sunday,2022-09-11,Integrated EFTP,D36300004457,Paula,2025-05-06 16:35:00,323.98
Sunday,2022-09-11,Integrated EFTP,D36300004458,Shabair,2025-05-06 16:42:00,213.99
Sunday,2022-09-11,Integrated EFTP,D36300004459,Paula,2025-05-06 16:55:00,169.0
Sunday,2022-09-11,Integrated EFTP,D36300004461,Shabair,2025-05-06 17:17:00,443.98
Monday,2022-09-12,CASH,D36300004472,Paula,2025-05-06 11:19:00,58.0
Monday,2022-09-12,CASH,D36300004473,Shabair,2025-05-06 11:22:00,29.0
Monday,2022-09-12,Integrated EFTP,D36300004464,Paula,2025-05-06 09:29:00,149.0
Monday,2022-09-12,Integrated EFTP,D36300004466,Shabair,2025-05-06 09:58:00,29.0
Monday,2022-09-12,Integrated EFTP,D36300004468,Shabair,2025-05-06 10:15:00,98.0
Monday,2022-09-12,Integrated EFTP,D36300004469,Shabair,2025-05-06 10:39:00,29.0
Monday,2022-09-12,Integrated EFTP,D36300004470,Shabair,2025-05-06 10:55:00,49.0
Monday,2022-09-12,Integrated EFTP,D36300004471,Shabair,2025-05-06 10:58:00,99.0
Monday,2022-09-12,Integrated EFTP,D36300004475,Paula,2025-05-06 11:47:00,29.0
Monday,2022-09-12,Integrated EFTP,D36300004476,Shabair,2025-05-06 11:54:00,98.0
Monday,2022-09-12,Integrated EFTP,D36300004477,Paula,2025-05-06 12:02:00,29.0
Monday,2022-09-12,Integrated EFTP,D36300004479,Shabair,2025-05-06 12:27:00,125.99
Monday,2022-09-12,Integrated EFTP,D36300004480,Paula,2025-05-06 13:02:00,49.0
Monday,2022-09-12,Integrated EFTP,D36300004481,Anthony,2025-05-06 13:53:00,296.99
Monday,2022-09-12,Integrated EFTP,D36300004482,Store,2025-05-06 14:18:00,-231.19
Monday,2022-09-12,Integrated EFTP,D36300004490,Paula,2025-05-06 15:35:00,128.0
Monday,2022-09-12,Integrated EFTP,D36300004497,Paula,2025-05-06 16:35:00,260.98
Monday,2022-09-12,Integrated EFTP,D36300004498,Paula,2025-05-06 16:49:00,129.99
Monday,2022-09-12,Integrated EFTP,D36300004499,Paula,2025-05-06 16:52:00,134.99
Monday,2022-09-12,Integrated EFTP,D36300004500,Paula,2025-05-06 16:52:00,161.99
Monday,2022-09-12,Mail Order Pick,D363X0000223,Amanda,2025-05-06 19:34:00,29.0
Monday,2022-09-12,Mail Order Pick,D363X0000224,Amanda,2025-05-06 19:34:00,29.0
Tuesday,2022-09-13,Gift Voucher,D36300004512,Shabair,2025-05-06 12:19:00,20.0
Tuesday,2022-09-13,Integrated EFTP,D36300004504,Georgia,2025-05-06 09:52:00,228.99
Tuesday,2022-09-13,Integrated EFTP,D36300004505,Georgia,2025-05-06 09:59:00,29.0
Tuesday,2022-09-13,Integrated EFTP,D36300004506,Shabair,2025-05-06 10:16:00,188.97
Tuesday,2022-09-13,Integrated EFTP,D36300004507,Georgia,2025-05-06 10:32:00,987.92
Tuesday,2022-09-13,Integrated EFTP,D36300004508,Shabair,2025-05-06 10:33:00,292.99
Tuesday,2022-09-13,Integrated EFTP,D36300004509,Shabair,2025-05-06 11:23:00,128.0
Tuesday,2022-09-13,Integrated EFTP,D36300004510,Shabair,2025-05-06 11:40:00,80.99
Tuesday,2022-09-13,Integrated EFTP,D36300004511,Georgia,2025-05-06 11:41:00,152.99
Tuesday,2022-09-13,Integrated EFTP,D36300004512,Shabair,2025-05-06 12:19:00,132.99
Tuesday,2022-09-13,Integrated EFTP,D36300004513,Shabair,2025-05-06 12:30:00,79.0
Tuesday,2022-09-13,Integrated EFTP,D36300004514,Shabair,2025-05-06 12:54:00,170.99
Tuesday,2022-09-13,Integrated EFTP,D36300004515,Shabair,2025-05-06 13:19:00,134.99
Tuesday,2022-09-13,Integrated EFTP,D36300004516,Georgia,2025-05-06 13:25:00,49.0
Tuesday,2022-09-13,Integrated EFTP,D36300004517,Georgia,2025-05-06 13:45:00,49.0
Tuesday,2022-09-13,Integrated EFTP,D36300004518,Georgia,2025-05-06 14:21:00,224.99
Tuesday,2022-09-13,Integrated EFTP,D36300004519,Shabair,2025-05-06 15:01:00,158.0
Tuesday,2022-09-13,Integrated EFTP,D36300004522,Shabair,2025-05-06 16:15:00,-292.99
Tuesday,2022-09-13,Integrated EFTP,D36300004523,Shabair,2025-05-06 16:15:00,222.98
Tuesday,2022-09-13,Mail Order Pick,D363X0000225,Shabair,2025-05-06 13:31:00,29.0
Tuesday,2022-09-13,Mail Order Pick,D363X0000226,Shabair,2025-05-06 13:31:00,29.0
Wednesday,2022-09-14,Account,D36300004569,Georgia,2025-05-06 17:43:00,175.19
Wednesday,2022-09-14,CASH,D36300004547,Georgia,2025-05-06 12:40:00,23.2
Wednesday,2022-09-14,Gift Voucher,D36300004541,Shabair,2025-05-06 11:49:00,20.0
Wednesday,2022-09-14,Integrated EFTP,D36300004529,Shabair,2025-05-06 09:31:00,23.2
Wednesday,2022-09-14,Integrated EFTP,D36300004530,Shabair,2025-05-06 09:36:00,101.6
Wednesday,2022-09-14,Integrated EFTP,D36300004532,Georgia,2025-05-06 10:38:00,171.17
Wednesday,2022-09-14,Integrated EFTP,D36300004533,Georgia,2025-05-06 10:48:00,79.2
Wednesday,2022-09-14,Integrated EFTP,D36300004535,Shabair,2025-05-06 11:04:00,222.4
Wednesday,2022-09-14,Integrated EFTP,D36300004536,Georgia,2025-05-06 11:08:00,119.98
Wednesday,2022-09-14,Integrated EFTP,D36300004537,Shabair,2025-05-06 11:17:00,63.2
Wednesday,2022-09-14,Integrated EFTP,D36300004538,Shabair,2025-05-06 11:32:00,151.19
Wednesday,2022-09-14,Integrated EFTP,D36300004540,Shabair,2025-05-06 11:40:00,63.2
Wednesday,2022-09-14,Integrated EFTP,D36300004541,Shabair,2025-05-06 11:49:00,115.99
Wednesday,2022-09-14,Integrated EFTP,D36300004543,Diana,2025-05-06 12:07:00,-99.0
Wednesday,2022-09-14,Integrated EFTP,D36300004544,Shabair,2025-05-06 12:15:00,207.18
Wednesday,2022-09-14,Integrated EFTP,D36300004545,Georgia,2025-05-06 12:26:00,111.98
Wednesday,2022-09-14,Integrated EFTP,D36300004546,Shabair,2025-05-06 12:28:00,263.99
Wednesday,2022-09-14,Integrated EFTP,D36300004549,Store,2025-05-06 13:03:00,-71.99
Wednesday,2022-09-14,Integrated EFTP,D36300004552,Georgia,2025-05-06 13:41:00,39.2
Wednesday,2022-09-14,Integrated EFTP,D36300004553,Georgia,2025-05-06 13:49:00,188.8
Wednesday,2022-09-14,Integrated EFTP,D36300004555,Georgia,2025-05-06 14:07:00,245.6
Wednesday,2022-09-14,Integrated EFTP,D36300004557,Pammi,2025-05-06 14:30:00,39.2
Wednesday,2022-09-14,Integrated EFTP,D36300004558,Pammi,2025-05-06 14:39:00,63.2
Wednesday,2022-09-14,Integrated EFTP,D36300004559,Shabair,2025-05-06 15:09:00,135.99
Wednesday,2022-09-14,Integrated EFTP,D36300004560,Shabair,2025-05-06 15:40:00,111.99
Wednesday,2022-09-14,Integrated EFTP,D36300004561,Georgia,2025-05-06 16:00:00,59.99
Wednesday,2022-09-14,Integrated EFTP,D36300004562,Georgia,2025-05-06 16:29:00,351.97
Wednesday,2022-09-14,Integrated EFTP,D36300004563,Georgia,2025-05-06 16:36:00,175.98
Wednesday,2022-09-14,Integrated EFTP,D36300004564,Georgia,2025-05-06 16:44:00,103.99
Wednesday,2022-09-14,Integrated EFTP,D36300004565,Shabair,2025-05-06 17:22:00,117.6
Wednesday,2022-09-14,Integrated EFTP,D36300004566,Shabair,2025-05-06 17:31:00,143.99
Wednesday,2022-09-14,Integrated EFTP,D36300004567,Shabair,2025-05-06 17:35:00,63.2
Wednesday,2022-09-14,PayPal,D36300004539,Store,2025-05-06 11:40:00,-91.05
Thursday,2022-09-15,Gift Voucher,D36300004578,Shabair,2025-05-06 11:24:00,20.0
Thursday,2022-09-15,Integrated EFTP,D36300004572,Georgia,2025-05-06 09:52:00,39.2
Thursday,2022-09-15,Integrated EFTP,D36300004573,Shabair,2025-05-06 10:25:00,119.99
Thursday,2022-09-15,Integrated EFTP,D36300004574,Shabair,2025-05-06 10:32:00,287.98
Thursday,2022-09-15,Integrated EFTP,D36300004575,Paula,2025-05-06 10:48:00,-129.99
Thursday,2022-09-15,Integrated EFTP,D36300004576,Shabair,2025-05-06 10:49:00,71.99
Thursday,2022-09-15,Integrated EFTP,D36300004577,Georgia,2025-05-06 10:52:00,204.0
Thursday,2022-09-15,Integrated EFTP,D36300004578,Shabair,2025-05-06 11:24:00,99.99
